3	0
4	0
5	1
6	2
7	3
8	6
9	12
10	27
11	69
12	89
13	100
14	108
15	114
16	119
17	122
18	126
19	128
20	131
21	133
22	135
23	137
24	139
25	140
26	142
27	143
28	144
29	145
30	146
31	147
32	148
33	148
34	149
35	150
36	150
37	151
38	151
39	151
40	152
41	152
42	153
43	153
44	153
45	154
46	154
47	154
48	154
49	154
50	155
51	155
52	155
53	155
54	155
55	156
56	156
57	156
58	156
59	156
60	156
61	157
62	157
63	157
64	157
65	157
66	157
67	157
68	157
69	157
70	158
71	158
72	158
73	158
74	158
75	158
76	158
77	158
78	158
79	158
80	158
81	158
82	159
83	159
84	159
85	159
86	159
87	159
88	159
89	159
90	159
91	159
92	159
93	159
94	159
95	159
96	159
97	159
98	160
99	160
100	160
101	160
102	160
103	160
104	160
105	160
106	160
107	160
108	160
109	160
110	160
111	160
112	160
113	160
114	160
115	160
116	160
117	160
118	160
119	160
120	160
121	160
122	160
123	161
124	161
125	161
126	161
127	161
128	161
129	161
130	161
131	161
132	161
133	161
134	161
135	161
136	161
137	161
138	161
139	161
140	161
141	161
142	161
143	161
144	161
145	161
146	161
147	161
148	161
149	161
150	161
151	161
152	161
153	161
154	161
155	161
156	161
157	161
158	161
159	161
160	162
161	162
162	162
163	162
164	162
165	162
166	162
167	162
168	162
169	162
170	162
171	162
172	162
173	162
174	162
175	162
176	162
177	162
178	162
179	162
180	162
181	162
182	162
183	162
184	162
185	162
186	162
187	162
188	162
189	162
190	162
191	162
192	162
193	162
194	162
195	162
196	162
197	162
198	162
199	162
200	162
201	162
202	162
203	163
204	163
205	163
206	163
207	163
208	163
209	163
210	163
211	163
212	163
213	163
214	163
215	163
216	163
217	163
218	163
219	163
220	163
221	163
222	163
223	163
224	163
225	163
226	163
227	163
228	163
229	163
230	163
231	163
232	164
233	164
234	164
235	164
236	164
237	164
238	164
239	164
240	165
241	165
242	165
243	165
244	166
245	166
246	167
247	168
248	169
249	170
250	172
251	174
252	180
253	189
254	207
255	256


0	29813
1	315
2	482
3	948
4	0
5	0
6	1739
7	0
8	0
9	0
10	0
11	0
12	3581
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	9022
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	24864
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	11947
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	6861
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	4652
109	0
110	0
111	0
112	0
113	0
114	3589
115	0
116	0
117	0
118	0
119	2869
120	0
121	0
122	2313
123	0
124	0
125	0
126	1887
127	0
128	1721
129	0
130	0
131	1476
132	0
133	1365
134	0
135	1162
136	0
137	1107
138	0
139	992
140	937
141	0
142	867
143	726
144	692
145	582
146	555
147	489
148	913
149	413
150	710
151	818
152	469
153	592
154	761
155	583
156	558
157	624
158	624
159	582
160	628
161	589
162	602
163	605
164	506
165	630
166	513
167	359
168	482
169	625
170	805
171	0
172	1054
173	0
174	1583
175	0
176	0
177	0
178	0
179	0
180	3117
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	5788
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	10514
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
